"X","study.name","species","tag","id","id.tag","sex","age.at.deployment","captive.raised","rehabilitated","start.date","end.date","start.date.adjusted","end.date.adjusted","start.lat","start.long","end.lat","end.long","start.country","end.country","deployment.duration","fate","how.fate.determined","cause.of.death","comments"
74,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","171084","H50 Green","H50 Green_171084",NA,"207","Y","N","13-Dec-17","9-Aug-18",NA,NA,32.75217056,35.01344299,28.13286972,34.20415878,"Israel","Egypt",239,"Dead","Found","Found in a drinking pool, possibly drowned after exhaustion","Age units are days"
75,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180324","H54 Green","H54 Green_180324",NA,"551","Y","N","22-Dec-18","21-May-19",NA,NA,32.75208282,35.01375961,36.31739807,40.22041702,"Israel","Syrian Arab Republic",150,NA,NA,NA,"Age units are days"
76,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180325","H57 Green","H57 Green_180325",NA,"549","Y","N","23-Dec-18","5-Apr-19",NA,NA,32.75209427,35.01347733,38.42480469,37.14835739,"Israel","Turkey",103,"Dead","Found","Electrocuted","Age units are days"
77,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16124","H60 Blue","H60 Blue_16124",NA,"550","Y","N","13-Dec-17","7-Jul-19",NA,NA,32.75217819,35.01341629,33.07972336,35.67808151,"Israel","Israel",571,"Alive",NA,NA,"Age units are days"
78,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180326","H70 Green","H70 Green_180326",NA,"543","Y","N","22-Dec-18","7-Jul-19",NA,NA,32.75210953,35.0135231,39.93068695,40.65409088,"Israel","Israel",197,"Alive",NA,NA,"Age units are days"
79,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180327","H73 Blue","H73 Blue_180327",NA,"577","Y","N","24-Dec-18","30-Mar-19",NA,NA,32.75222015,35.01353073,37.02671814,35.55789185,"Israel","Turkey",96,"Almost certainly dead","GPS on roads after a few days on the ground",NA,"Age units are days"
80,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","171081","H81 Green","H81 Green_171081",NA,"155","Y","N","25-Oct-17","27-Jun-19",NA,NA,32.753479,35.01400375,36.94632339,35.89520645,"Israel","Jordan",610,"Alive",NA,NA,"Age units are days"
81,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180320","H92 Green","H92 Green_180320",NA,"223","Y","N","23-Dec-18","20-Mar-19",NA,NA,32.7522316,35.01348495,32.75214005,35.01336288,"Israel","Israel",87,NA,NA,NA,"Age units are days, transmitter fell, seen alive March 2019"
82,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","171085","H94 Blue","H94 Blue_171085",NA,"545","Y","N","13-Dec-17","18-May-19",NA,NA,32.75212479,35.01343918,36.4323082,33.87688446,"Israel","Turkey",521,"Dead","Found","Electrocuted","Age units are days"
83,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","132084","Haydi","Haydi_132084",NA,"3rd year","N","N","6/9/14 2:46","9/23/16 23:29",2014-06-09 08:00:00,NA,40.0813,43.6665,1.6518,37.8023,"Turkey","Kenya",837.8630093,NA,NA,NA,NA
84,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130676","Heracles","Heracles_130676",NA,NA,NA,NA,"8/22/13 7:00","9/14/13 3:00",NA,NA,39.79217,21.55817,36.23,21.58833,"Greece",NA,22.83333333,NA,NA,NA,NA
85,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","131248","Ibrahim","Ibrahim_131248",NA,NA,NA,NA,"8/2/13 14:00","9/26/13 1:15",NA,NA,41.618,25.6495,35.161,24.811,"Bulgaria","Greece",54.46875,NA,NA,NA,NA
86,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","118175","Igdir","Igdir_118175",NA,"ADULT (5+ years)","N","N","8/22/12 5:00","3/2/15 1:00",2012-08-23 05:00:00,NA,40.12167,43.5835,5.22433,42.18067,"Turkey","Ethiopia",921.8333333,"dead","bird / tag recovery","poisoning",NA
87,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118145","Ikaros","Ikaros_118145",NA,NA,NA,NA,"8/12/12 19:00","9/14/12 8:00",NA,NA,39.80383,21.68783,33.55917,22.21517,"Greece",NA,32.54166667,NA,NA,NA,NA
88,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118153","Iliaz","Iliaz_118153",NA,NA,NA,NA,"8/30/12 6:00","5/31/19 6:00",NA,NA,41.44,25.56833,41.188,25.15467,"Bulgaria","Greece",2465,"alive",NA,NA,NA
89,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130675","Ilin","Ilin_130675",NA,NA,NA,NA,"8/19/13 7:47","10/28/13 8:44",NA,NA,41.762,21.735,41.952,21.766,"The former Yugoslav Republic of Macedonia","The former Yugoslav Republic of Macedonia",70.03958333,NA,NA,NA,NA
90,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130674","Ilina","Ilina_130674",NA,NA,NA,NA,"8/5/13 9:00","10/3/13 1:37",NA,NA,41.769,21.72467,36.29,27.381,"The former Yugoslav Republic of Macedonia",NA,58.69236111,NA,NA,NA,NA
91,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","132086","Iste","Iste_132086",NA,"Adult 5+","N","N","6/10/14 2:36","5/31/19 5:09",2014-06-10 00:00:00,NA,40.0831,43.6674,39.8085,42.5348,"Turkey","Turkey",1816.106285,"alive",NA,NA,NA
92,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","149507","Jenny","Jenny_149507",NA,NA,NA,NA,"7/30/15 10:00","5/29/19 4:00",NA,NA,41.58367,25.65033,41.5865,25.447,"Bulgaria","Bulgaria",1398.75,"alive",NA,NA,NA
93,"Egyptian vultures Dagestan2","Neophron percnopterus","115","Kapchug","Kapchug_115",NA,NA,NA,NA,"7/23/17 10:37","9/26/17 4:27",NA,NA,42.98421,47.18025,38.94358,48.07419,"Russia","Iran (Islamic Republic of)",64.74305556,NA,NA,NA,NA
94,"Egyptian Vulture Reintroduction CERM Italy","Neophron percnopterus","119158","Karel","Karel_119158","M","<1","Y","","","",NA,NA,NA,NA,NA,NA,"Italy","Italy",NA,"","","",""
95,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130671","Katerina","Katerina_130671",NA,NA,NA,NA,"8/9/13 13:49","9/1/14 7:00",NA,NA,41.161,26.237,31.18817,30.06317,"Greece","Egypt",387.7159722,NA,NA,NA,NA
96,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","108050","Lazaros","Lazaros_108050",NA,NA,NA,NA,"6/23/12 22:00","4/1/13 10:00",NA,NA,39.789,21.7325,40.82683,23.80817,"Greece","Greece",281.5,NA,NA,NA,NA
97,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118146","Levkipos","Levkipos_118146",NA,NA,NA,NA,"8/7/12 16:00","6/20/15 0:46",NA,NA,41.089,26.13933,10.86591,26.57287,"Greece","Sudan",1046.365961,NA,NA,NA,NA
98,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","118174","Logiya","Logiya_118174",NA,"SUBADULT (~2.5 YEARS)","N","N","12/1/13 5:00","5/31/19 1:00",2013-12-01 06:00:00,NA,11.71533,40.974,39.09167,46.96917,"Ethiopia","Iran (Islamic Republic of)",2006.833333,"alive",NA,NA,NA
99,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118149","Lomets","Lomets_118149",NA,NA,NA,NA,"8/26/16 12:00","9/15/16 2:00",NA,NA,43.648,26.05967,31.531,33.05483,"Bulgaria",NA,19.58333333,NA,NA,NA,NA
100,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","182263","Lucy","Lucy_182263",NA,NA,NA,NA,"1/24/19 8:32","5/31/19 2:12",NA,NA,11.87216854,40.87143326,12.4964962,40.9128418,"Ethiopia","Ethiopia",126.7358565,"alive",NA,NA,NA
101,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","61952","Macedonia","Macedonia_61952",NA,NA,NA,NA,"8/10/11 5:00","9/19/11 5:00",NA,NA,41.18317,21.717,33.471,22.31083,"The former Yugoslav Republic of Macedonia",NA,40,NA,NA,NA,NA
102,"Egyptian vultures Dagestan2","Neophron percnopterus","116","Malysh","Malysh_116",NA,NA,NA,NA,"7/23/17 8:18","10/23/17 5:04",NA,NA,42.98465,47.18038,21.25244,40.69915,"Russia","Saudi Arabia",91.86527778,NA,NA,NA,NA
103,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","149504","Maria","Maria_149504",NA,NA,NA,NA,"8/11/16 0:44","10/19/16 2:00",NA,NA,41.6219,25.62263,27.6115,35.71333,"Bulgaria","Saudi Arabia",69.05238426,NA,NA,NA,NA
104,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","132085","Mille","Mille_132085",NA,"2nd year","N","N","11/26/13 8:48","9/22/16 21:21",2013-12-01 00:00:00,NA,9.4482,40.3726,11.7224,40.989,"Ethiopia","Ethiopia",1031.523021,NA,NA,NA,NA
105,"LIFE_Rupis_EgyptianVultures","Neophron percnopterus","4.85E+10","NeoPer_Bruco","NeoPer_Bruco_48505470927",NA,"ATY","N","N","7/20/17 6:00","1/5/18 6:00",NA,NA,41.195016,-6.680866,13.897333,-9.689583,"Spain","Mali",169,"unknown","Normal movements",NA,"Fate unknown - data stopped transmitting in south-central Mali"
106,"LIFE_Rupis_EgyptianVultures","Neophron percnopterus","4.88E+10","NeoPer_Douro","NeoPer_Douro_48797733050",NA,"Adult","N","N","6/13/17 6:00","5/15/19 9:28",NA,NA,40.9598,-6.833833,40.3603,-6.044333,"Spain","Spain",701.1444444,"alive","Transmitter detached due to harness failure_Bird was seen incubating at nest several days later identified by colour ring",NA,"Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/"
107,"LIFE_Rupis_EgyptianVultures","Neophron percnopterus","4.85E+10","NeoPer_Faia","NeoPer_Faia_48505476460",NA,"Adult","N","N","6/13/17 8:00","5/30/19 6:00",NA,NA,40.926366,-6.943999,40.947616,-6.632316,"Portugal","Spain",715.9166667,"alive","Normal movements",NA,NA
108,"LIFE_Rupis_EgyptianVultures","Neophron percnopterus","4.88E+10","NeoPer_Poiares","NeoPer_Poiares_48797733001",NA,"Adult","N","Y","6/3/17 9:00","4/5/18 3:32",NA,NA,40.898099,-6.9674,41.044966,-6.81915,"Portugal","Portugal",307.6236111,"suspected transmitter failure","two isolated GPS locations from April 2018 indciated the bird was close to the 2017 nest site after several months of no data_Bird never resighted so fate is unknown",NA,"Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. "
109,"LIFE_Rupis_EgyptianVultures","Neophron percnopterus","4.85E+10","NeoPer_Rupis","NeoPer_Rupis_48511694900",NA,"TY","N","N","7/15/16 6:00","5/31/19 5:59",NA,NA,41.477116,-6.270032,41.447499,-6.339133,"Spain","Spain",1049.999306,"alive","Normal movements",NA,NA
110,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118149","Odiseas","Odiseas_118149",NA,NA,NA,NA,"9/11/12 14:00","9/17/12 10:00",NA,NA,41.10467,26.24133,41.09317,26.24183,"Greece","Greece",5.833333333,NA,NA,NA,NA
111,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","4.85E+10","Orada","Orada_48500703778",NA,"2nd Year","N","N","7/21/15 12:08","2/11/17 0:01",2014-07-05 06:00:00,NA,39.511333,46.398683,9.369466,40.443066,"Armenia","Ethiopia",570.4951389,NA,NA,NA,NA
112,"Egyptian vulture Kobierzycki Pyrenees","Neophron percnopterus","17996","Ossau_2018_Ad_wild_OR17996_PC0","Ossau_2018_Ad_wild_OR17996_PC0_17996",NA,"adult","N","N","4/21/18 3:44","5/31/19 4:33",NA,NA,43.06973267,-0.415683329,43.06936264,-0.425459981,"France","France",405.0345833,"alive","telemetry data: still moving",NA,"Adult caught in Ossau (Castet) 21/04/2018. age unknown"
113,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","171360","Panteley","Panteley_171360",NA,NA,NA,NA,"5/16/18 0:28","5/31/19 1:16",NA,NA,41.59446335,25.64143372,41.62717056,23.73114967,"Bulgaria","Bulgaria",380.0332407,"alive",NA,NA,NA
114,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130670","Paschalis","Paschalis_130670",NA,NA,NA,NA,"8/13/13 0:47","3/3/14 3:00",NA,NA,41.158,25.834,14.21717,9.96533,"Greece","Niger",202.0923611,NA,NA,NA,NA
115,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","171356","Polya","Polya_171356",NA,NA,NA,NA,"5/16/18 0:14","5/31/19 1:56",NA,NA,41.59454346,25.64137459,16.46302414,33.92211914,"Bulgaria","Sudan",380.0705208,"alive",NA,NA,NA
116,"Egyptian vulture Kobierzycki Vaucluse","Neophron percnopterus","5018","Provence_2016_Ad_wild_EO5018_Salome_8P","Provence_2016_Ad_wild_EO5018_Salome_8P_5018",NA,"adult","N","Y","10/1/16 5:00","5/29/19 6:02",NA,NA,43.9509471,5.122738,43.6599439,5.0051528,"France","France",970.0428935,"alive","telemetry data: still moving",NA,"Adult, found injured, rehabilitated and released in 30/09/2016. recaptured in 05/11/2016 near Montauban. rehabilitated. released again in Provence in 17/03/2016"
117,"Egyptian vulture Kobierzycki Pyrenees","Neophron percnopterus","4.86E+10","Pyrenees_2015_Imm_wild_EC48601087785","Pyrenees_2015_Imm_wild_EC48601087785_48601087785",NA,"1","N","Y","6/29/15 0:00","10/29/16 0:00",NA,NA,43.408666,-1.508783,15.841316,-16.113983,"France","Senegal",488,"unknown",NA,NA,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure"
118,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","182266","Qero","Qero_182266",NA,NA,NA,NA,"1/22/19 12:00","5/31/19 1:37",NA,NA,8.905138016,39.77139664,10.79285336,40.67681122,"Ethiopia","Ethiopia",128.5670255,"alive",NA,NA,NA
119,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16013","R0","R0_16013",NA,"299","Y","N","4/5/16","2-Oct-16",NA,NA,32.55883789,34.93921661,29.49087906,33.21361542,"Israel","Egypt",180,"Probably dead","Last location in a house",NA,"Age units are days"
120,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16012","R1","R1_16012",NA,"324","Y","N","4/5/16","5-May-18",NA,NA,32.55897522,34.93922043,14.56951332,24.04957771,"Israel","Sudan",760,NA,NA,NA,"Age units are days"
121,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16015","R2","R2_16015",NA,"305","Y","N","4/5/16","7-Dec-17",NA,NA,32.55886841,34.93929672,10.84012127,26.85128784,"Israel","Israel",611,"Alive","Seen",NA,"Age units are days, transmitter fell, seen alive June 2019"
122,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16011","R3","R3_16011",NA,"293","Y","N","4/5/16","16-Apr-16",NA,NA,32.56093979,34.93896103,32.59789658,35.01485825,"Israel","Israel",11,"Dead","Found","Probably snake bite","Age units are days"
123,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16014","R4","R4_16014",NA,"292","Y","N","4/5/16","26-May-16",NA,NA,32.55524826,34.93397522,36.5025444,36.52790833,"Israel","Lebanon",51,"Probably dead","Last location very hostile, no data for a long period",NA,"Age units are days"
124,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","130673","Red Cliff","Red Cliff_130673",NA,NA,NA,NA,"8/28/13 15:00","9/22/13 3:00",NA,NA,40.10867,20.08083,34.9315,21.81183,"Albania",NA,24.5,NA,NA,NA,NA
125,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","149506","Regina","Regina_149506",NA,NA,NA,NA,"8/27/16 4:00","9/9/16 2:00",NA,NA,43.64817,26.0595,35.12017,32.5695,"Bulgaria",NA,12.91666667,NA,NA,NA,NA
126,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","131249","Sanie","Sanie_131249",NA,NA,NA,NA,"8/1/13 2:00","10/4/16 1:00",NA,NA,41.6415,25.88183,12.91217,40.32033,"Bulgaria","Ethiopia",1159.958333,NA,NA,NA,NA
127,"Egyptian Vulture Reintroduction CERM Italy","Neophron percnopterus","23306","Sara","Sara_23306","F","<1","Y","","","",NA,NA,NA,NA,NA,NA,"Italy","Italy",NA,"","","",""
128,"Egyptian vultures Dagestan2","Neophron percnopterus","117","Sarygush","Sarygush_117",NA,NA,NA,NA,"7/23/17 8:18","10/3/17 12:50",NA,NA,42.98449,47.18051,34.69149,44.03065,"Russia","Iraq",72.18888889,NA,NA,NA,NA
129,"Egyptian Vulture wild-birds Israel","Neophron percnopterus","190588","Segev-Shalom 2019 I00","Segev-Shalom 2019 I00_190588",NA,"SA","N","Y","18-Jun-19","7-Jul-19",NA,NA,30.7135601,35.41505814,30.2219162,42.49984741,"Israel","Saudi Arabia",19,"Probably dead","Transmitted from same location in SA-Iraq border for a few weeks, after roosting on what seems like a military antena",NA,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
130,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","10007","Serhat","Serhat_10007",NA,"5th Year","N","N","6/17/14 15:59","10/31/14 1:24",2014-06-20 00:00:00,NA,40.19459,43.63137,10.52807,40.45,"Turkey","Ethiopia",135.3923611,NA,NA,NA,NA
131,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","182256","Sharka","Sharka_182256",NA,NA,NA,NA,"5/15/19 1:04","5/17/19 0:18",NA,NA,41.59423447,25.64156151,41.59989548,25.62248993,"Bulgaria","Bulgaria",1.967662037,"alive",NA,NA,NA
132,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","61952","Spartacus","Spartacus_61952",NA,NA,NA,NA,"8/19/10 4:00","1/15/11 7:00",NA,NA,41.64117,25.88117,12.459,16.2475,"Bulgaria","Chad",149.125,NA,NA,NA,NA
133,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118152","Svetlina","Svetlina_118152",NA,NA,NA,NA,"8/17/12 10:00","9/6/14 1:00",NA,NA,41.62283,25.8975,17.91383,38.27433,"Bulgaria","Sudan",749.625,NA,NA,NA,NA
134,"Egyptian Vulture Reintroduction CERM, Italy","Neophron percnopterus","85387","Teo","Teo_85387","M","<1","Y","","","",NA,NA,NA,NA,NA,NA,"Italy","Mediterranean sea",NA,"","","",""
135,"Egyptian Vulture wild-birds Israel","Neophron percnopterus","171405","Tlalim C48 Blue","Tlalim C48 Blue_171405",NA,"Adult","N","Y","18-Apr-19","27-Apr-19",NA,NA,30.8218708,34.83675003,31.01065254,34.88025665,"Israel","Israel",9,"Alive",NA,NA,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
136,"Egyptian Vulture Reintroduction CERM Italy","Neophron percnopterus","HDUC16","Tobia","Tobia_HDUC16","M","<1","Y","","","",NA,NA,NA,NA,NA,NA,"Italy","Italy",NA,"","","",""
137,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia","Neophron percnopterus","209","Tuzluca","Tuzluca_209",NA,"Adult (5+ years)","N","N","6/22/13 1:14","10/6/16 0:08",2013-06-23 06:00:00,NA,40.081,43.66704,18.41782,41.78732,"Turkey","Saudi Arabia",1201.954155,NA,NA,NA,NA
138,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","118148","Volen","Volen_118148",NA,NA,NA,NA,"8/16/12 16:00","9/29/14 2:00",NA,NA,43.18,27.43567,25.584,31.48183,"Bulgaria","Egypt",773.4166667,NA,NA,NA,NA
139,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","182264","Wesal","Wesal_182264",NA,NA,NA,NA,"4/15/19 6:14","5/31/19 0:16",NA,NA,30.69724083,35.57994461,37.19264603,39.23261642,"Jordan","Turkey",45.75103009,"alive",NA,NA,NA
140,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","119246","White 08","White 08_119246",NA,"392","Y","N","3/16/13","20-Aug-13",NA,NA,32.85542,33.88082,32.75267,35.013,"Israel","Israel",157,"Dead","Found","Killed by Bonnelie's eagle","Age units are days"
141,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","119245","White 12","White 12_119245",NA,"370","Y","N","3/13/13","1-Sep-15",NA,NA,32.75817,35.008,26.67967,34.0385,"Israel","Egypt",902,"Dead","Found",NA,"Age units are days"
142,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","16126","X34 Blue","X34 Blue_16126",NA,"660","Y","N","16-Apr-17","26-Aug-18",NA,NA,32.55898666,34.93927383,17.57752419,42.29264832,"Israel","Saudi Arabia",497,NA,NA,NA,"Age units are days"
143,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","180321","X86 Blue","X86 Blue_180321",NA,"219","Y","N","24-Dec-18","4-Jan-19",NA,NA,32.75218201,35.01345825,32.69794083,34.9985466,"Israel","Israel",11,"Dead","Found","Electrocuted","Age units are days"
144,"Egyptian Vulture Reintroduction Israel","Neophron percnopterus","119246","Yellow 04","Yellow 04_119246",NA,"297","Y","N","11/14/13","30-Apr-15",NA,NA,32.75283,35.0115,32.66925,34.11225,"Israel","Israel",532,NA,NA,NA,"Age units are days"
145,"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus","171349","Zikmund","Zikmund_171349",NA,NA,NA,NA,"8/10/18 2:49","9/12/18 0:09",NA,NA,41.63608551,25.85622025,40.86333847,25.90087318,"Bulgaria","Greece",32.88900463,NA,NA,NA,NA
