"study.name","species","tag","id","id.tag","sex","age.at.deployment","captive.raised","rehabilitated","start.date","end.date","start.lat","start.long","end.lat","end.long","start.country","end.country","deployment.duration","n.locs","fate","how.fate.determined","cause.of.death","death.or.failure.date","comments"
"LIFE_Rupis_EgyptianVultures","Neophron percnopterus",48505476460,"NeoPer_Faia","NeoPer_Faia_48505476460",NA,NA,NA,NA,2017-06-13 08:00:00,2019-05-30 06:00:00,40.926366,-6.943999,40.947616,-6.632316,"Portugal","Spain",715.916666666667,717,"alive","still transmitting",NA,NA,NA
"LIFE_Rupis_EgyptianVultures","Neophron percnopterus",48797733001,"NeoPer_Poiares","NeoPer_Poiares_48797733001",NA,NA,NA,NA,2017-06-01 12:34:00,2018-04-05 03:32:00,40.898099,-6.9674,41.044966,-6.81915,"Portugal","Spain",307.623611111111,172,"NA","NA",NA,NA,"errant last point? has a straight shot back from Africa to Spain"
"LIFE_Rupis_EgyptianVultures","Neophron percnopterus",48511694900,"NeoPer_Rupis","NeoPer_Rupis_48511694900",NA,NA,NA,NA,2016-07-15 06:00:00,2019-05-31 05:59:00,41.477116,-6.270032,41.447499,-6.339133,"Spain","Spain",1049.99930555556,1005,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",1,"1","1_1",NA,NA,NA,NA,2018-01-22 09:00:00,2018-09-13 08:00:00,23.23667,58.42733,23.06783,58.27083,"Oman","Oman",233.958333333333,64,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",2,"139","139_2",NA,NA,NA,NA,2018-01-23 12:24:00,2018-12-13 06:38:00,23.522387,58.445302,23.339587,58.458533,"Oman","Oman",323.759722222222,297,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",3,"143580","143580_3",NA,NA,NA,NA,2015-01-09 09:57:30,2015-12-13 01:59:15,23.3449,58.4553,23.3765,58.6502,"Oman","Oman",337.667881944444,331,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",4,"143581","143581_4",NA,NA,NA,NA,2015-01-10 07:11:48,2015-02-04 02:34:35,23.3448,58.455,22.6999,58.5501,"Oman","Oman",24.8074884259259,26,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",5,"171325","171325_5",NA,NA,NA,NA,2018-01-15 00:14:32,2019-05-31 01:22:03,23.358963,58.591347,23.458584,58.623455,"Oman","Oman",501.046886574074,319,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",6,"171326","171326_6",NA,NA,NA,NA,2018-01-22 00:24:30,2019-05-31 00:02:05,23.377052,58.313049,23.411156,58.271946,"Oman","Oman",493.98443287037,466,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",7,"171327","171327_7",NA,NA,NA,NA,2018-01-18 00:08:38,2018-06-17 00:01:48,23.333981,58.459003,23.551989,58.438744,"Oman","Oman",149.99525462963,147,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",8,"171328","171328_8",NA,NA,NA,NA,2018-01-21 00:03:26,2019-05-31 01:20:33,23.111874,58.837193,23.117653,58.864574,"Oman","Oman",495.053553240741,278,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",9,"171329","171329_9",NA,NA,NA,NA,2018-01-20 00:17:15,2019-03-12 08:23:53,23.285469,58.333851,23.340397,58.463329,"Oman","Oman",416.337939814815,290,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",10,"171330","171330_10",NA,NA,NA,NA,2018-01-19 11:07:59,2019-05-31 01:23:21,23.338934,58.449287,23.340204,58.432285,"Oman","Oman",496.59400462963,439,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",11,"47638","47638_11",NA,NA,NA,NA,2018-01-21 05:00:00,2018-09-29 07:00:00,23.33067,58.45033,23.33433,58.477,"Oman","Oman",251.083333333333,252,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",12,"70107","70107_12",NA,NA,NA,NA,2018-01-13 02:00:00,2019-05-31 00:00:00,23.33967,58.45383,22.71383,59.02233,"Oman","Oman",502.916666666667,502,"alive","still transmitting",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",13,"80","80_13",NA,NA,NA,NA,2016-01-21 12:19:00,2017-10-04 07:12:00,23.334163,58.4669,22.359565,59.350093,"Oman","Oman",621.786805555556,457,"NA","NA",NA,NA,NA
"McGrady.Meyburg","Neophron percnopterus",14,"93","93_14",NA,NA,NA,NA,2016-01-19 10:25:00,2016-02-25 12:03:00,23.339907,58.459848,23.529223,58.494677,"Oman","Oman",37.0680555555556,38,"NA","NA",NA,NA,"possible mortality / dropped tx"
"McGrady.Meyburg","Neophron percnopterus",15,"95784","95784_15",NA,NA,NA,NA,2018-01-20 12:00:00,2019-05-26 02:00:00,23.33417,58.46533,23.46683,58.61817,"Oman","Oman",490.583333333333,452,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171362,"Akaga","Akaga_171362",NA,NA,NA,NA,2018-05-16 00:15:07,2019-05-31 05:29:28,41.5942153930664,25.6413116455078,12.432448387146,40.2346000671387,"Bulgaria","Ethiopia",380.218298611111,381,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182254,"Alimerah","Alimerah_182254",NA,NA,NA,NA,2019-01-25 07:55:42,2019-05-31 01:33:15,11.6735982894897,40.9737014770508,11.781662940979,41.0378837585449,"Ethiopia","Ethiopia",125.734409722222,127,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182261,"Andi","Andi_182261",NA,NA,NA,NA,2019-05-15 01:04:35,2019-05-31 00:05:29,41.5944023132324,25.6413116455078,41.598804473877,25.6389541625977,"Bulgaria","Bulgaria",15.9589583333333,17,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171348,"Anna","Anna_171348",NA,NA,NA,NA,2018-08-10 00:53:11,2018-09-16 00:01:06,41.6358299255371,25.8558883666992,37.2334861755371,34.842529296875,"Bulgaria","Turkey",36.9638310185185,36,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118154,"Aoos","Aoos_118154",NA,NA,NA,NA,2015-04-17 17:00:00,2019-05-29 13:00:00,40.13267,20.54217,39.92,20.3865,"Albania","Greece",1502.83333333333,1124,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118147,"Arda","Arda_118147",NA,NA,NA,NA,2012-08-13 00:41:00,2013-03-06 02:00:00,41.644,25.878,10.7955,28.50933,"Bulgaria","Sudan",205.054861111111,157,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182265,"Ardi","Ardi_182265",NA,NA,NA,NA,2019-01-24 14:29:25,2019-05-31 01:05:32,11.797981262207,41.0565452575684,20.2385387420654,43.1984634399414,"Ethiopia","Saudi Arabia",126.441747685185,128,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",131250,"Asparuh","Asparuh_131250",NA,NA,NA,NA,2013-08-04 12:06:00,2013-09-13 03:00:00,41.6,25.985,33.62233,20.8535,"Bulgaria",NA,39.6208333333333,33,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171346,"Belgin","Belgin_171346",NA,NA,NA,NA,2018-08-09 01:56:15,2018-09-19 00:07:05,41.6359100341797,25.8563442230225,36.3196792602539,30.4336242675781,"Bulgaria","Turkey",40.9241898148148,42,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130672,"Berenice","Berenice_130672",NA,NA,NA,NA,2013-08-02 03:00:00,2013-09-12 14:17:00,39.8,21.68933,33.144,23.253,"Greece",NA,41.4701388888889,38,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171345,"Blanka","Blanka_171345",NA,NA,NA,NA,2018-08-02 06:02:56,2018-10-20 00:02:35,41.6499671936035,25.8446407318115,11.9076204299927,41.5852508544922,"Bulgaria","Ethiopia",78.7497569444444,80,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",149505,"Boris","Boris_149505",NA,NA,NA,NA,2015-07-21 04:00:00,2019-05-31 02:00:00,41.59483,25.64133,41.6195,25.6535,"Bulgaria","Bulgaria",1409.91666666667,1411,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171357,"Boyana","Boyana_171357",NA,NA,NA,NA,2018-05-16 00:16:39,2019-05-31 03:10:17,41.5944633483887,25.6411590576172,13.1813917160034,17.1974182128906,"Bulgaria","Chad",380.120578703704,381,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",135955,"Castor","Castor_135955",NA,NA,NA,NA,2014-05-14 11:00:00,2016-02-16 01:00:00,40.62333,21.51933,6.84033,42.90383,"Greece","Ethiopia",642.583333333333,644,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182258,"Chuupa","Chuupa_182258",NA,NA,NA,NA,2019-01-20 09:16:22,2019-05-24 07:41:51,8.8565502166748,39.9194183349609,11.1525964736938,42.3186264038086,"Ethiopia","Djibouti",123.934363425926,85,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118150,"Dobromir","Dobromir_118150",NA,NA,NA,NA,2012-08-16 18:00:00,2016-09-25 02:00:00,43.14567,27.63883,14.59233,30.36117,"Bulgaria","Sudan",1500.33333333333,1492,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",135956,"Elodie","Elodie_135956",NA,NA,NA,NA,2016-08-28 06:44:28,2017-09-15 06:30:15,43.1555,26.27962,15.01174,7.6714,"Bulgaria","Niger",382.990127314815,380,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182252,"Ertale","Ertale_182252",NA,NA,NA,NA,2019-01-26 09:05:59,2019-05-31 00:31:40,11.5407419204712,40.8160171508789,39.6517028808594,31.7637882232666,"Ethiopia","Turkey",124.642835648148,126,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182251,"Fentale","Fentale_182251",NA,NA,NA,NA,2019-01-22 09:02:55,2019-05-04 01:42:13,9.06249523162842,39.910343170166,11.7461786270142,40.9827537536621,"Ethiopia","Ethiopia",101.693958333333,103,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182253,"Fer","Fer_182253",NA,NA,NA,NA,2019-05-15 01:04:28,2019-05-31 00:00:33,41.5944290161133,25.6413707733154,41.5984954833984,25.6386852264404,"Bulgaria","Bulgaria",15.9556134259259,17,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130676,"Heracles","Heracles_130676",NA,NA,NA,NA,2013-08-22 07:00:00,2013-09-14 03:00:00,39.79217,21.55817,36.23,21.58833,"Greece",NA,22.8333333333333,24,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",131248,"Ibrahim","Ibrahim_131248",NA,NA,NA,NA,2013-08-02 14:00:00,2013-09-26 01:15:00,41.618,25.6495,35.161,24.811,"Bulgaria","Greece",54.46875,43,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118145,"Ikaros","Ikaros_118145",NA,NA,NA,NA,2012-08-12 19:00:00,2012-09-14 08:00:00,39.80383,21.68783,33.55917,22.21517,"Greece",NA,32.5416666666667,27,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118153,"Iliaz","Iliaz_118153",NA,NA,NA,NA,2012-08-30 06:00:00,2019-05-31 06:00:00,41.44,25.56833,41.188,25.15467,"Bulgaria","Greece",2465,2446,"alive","still transmitting",NA,NA,"amazing figure of ontogenic migration development"
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130675,"Ilin","Ilin_130675",NA,NA,NA,NA,2013-08-19 07:47:00,2013-10-28 08:44:00,41.762,21.735,41.952,21.766,"The former Yugoslav Republic of Macedonia","The former Yugoslav Republic of Macedonia",70.0395833333333,25,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130674,"Ilina","Ilina_130674",NA,NA,NA,NA,2013-08-05 09:00:00,2013-10-03 01:37:00,41.769,21.72467,36.29,27.381,"The former Yugoslav Republic of Macedonia",NA,58.6923611111111,49,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",149507,"Jenny","Jenny_149507",NA,NA,NA,NA,2015-07-30 10:00:00,2019-05-29 04:00:00,41.58367,25.65033,41.5865,25.447,"Bulgaria","Bulgaria",1398.75,1391,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130671,"Katerina","Katerina_130671",NA,NA,NA,NA,2013-08-09 13:49:00,2014-09-01 07:00:00,41.161,26.237,31.18817,30.06317,"Greece","Egypt",387.715972222222,68,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",108050,"Lazaros","Lazaros_108050",NA,NA,NA,NA,2012-06-23 22:00:00,2013-04-01 10:00:00,39.789,21.7325,40.82683,23.80817,"Greece","Greece",281.5,283,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118146,"Levkipos","Levkipos_118146",NA,NA,NA,NA,2012-08-07 16:00:00,2015-06-20 00:46:59,41.089,26.13933,10.86591,26.57287,"Greece","Sudan",1046.36596064815,1008,"NA","NA",NA,NA,"possible mortality or dropped tx in early 2015?"
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118149,"Lomets","Lomets_118149",NA,NA,NA,NA,2016-08-26 12:00:00,2016-09-15 02:00:00,43.648,26.05967,31.531,33.05483,"Bulgaria",NA,19.5833333333333,21,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182263,"Lucy","Lucy_182263",NA,NA,NA,NA,2019-01-24 08:32:34,2019-05-31 02:12:12,11.8721685409546,40.8714332580566,12.4964962005615,40.912841796875,"Ethiopia","Ethiopia",126.735856481481,128,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",61952,"Macedonia","Macedonia_61952",NA,NA,NA,NA,2011-08-10 05:00:00,2011-09-19 05:00:00,41.18317,21.717,33.471,22.31083,"The former Yugoslav Republic of Macedonia",NA,40,37,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",149504,"Maria","Maria_149504",NA,NA,NA,NA,2016-08-11 00:44:34,2016-10-19 02:00:00,41.6219,25.62263,27.6115,35.71333,"Bulgaria","Saudi Arabia",69.0523842592593,60,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118149,"Odiseas","Odiseas_118149",NA,NA,NA,NA,2012-09-11 14:00:00,2012-09-17 10:00:00,41.10467,26.24133,41.09317,26.24183,"Greece","Greece",5.83333333333333,7,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171360,"Panteley","Panteley_171360",NA,NA,NA,NA,2018-05-16 00:28:19,2019-05-31 01:16:11,41.5944633483887,25.6414337158203,41.6271705627441,23.7311496734619,"Bulgaria","Bulgaria",380.033240740741,380,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130670,"Paschalis","Paschalis_130670",NA,NA,NA,NA,2013-08-13 00:47:00,2014-03-03 03:00:00,41.158,25.834,14.21717,9.96533,"Greece","Niger",202.092361111111,198,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171356,"Polya","Polya_171356",NA,NA,NA,NA,2018-05-16 00:14:35,2019-05-31 01:56:08,41.5945434570312,25.6413745880127,16.4630241394043,33.922119140625,"Bulgaria","Sudan",380.070520833333,381,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182266,"Qero","Qero_182266",NA,NA,NA,NA,2019-01-22 12:00:36,2019-05-31 01:37:07,8.90513801574707,39.7713966369629,10.7928533554077,40.6768112182617,"Ethiopia","Ethiopia",128.567025462963,130,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",130673,"Red Cliff","Red Cliff_130673",NA,NA,NA,NA,2013-08-28 15:00:00,2013-09-22 03:00:00,40.10867,20.08083,34.9315,21.81183,"Albania",NA,24.5,23,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",149506,"Regina","Regina_149506",NA,NA,NA,NA,2016-08-27 04:00:00,2016-09-09 02:00:00,43.64817,26.0595,35.12017,32.5695,"Bulgaria",NA,12.9166666666667,14,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",131249,"Sanie","Sanie_131249",NA,NA,NA,NA,2013-08-01 02:00:00,2016-10-04 01:00:00,41.6415,25.88183,12.91217,40.32033,"Bulgaria","Ethiopia",1159.95833333333,1153,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182256,"Sharka","Sharka_182256",NA,NA,NA,NA,2019-05-15 01:04:34,2019-05-17 00:18:00,41.5942344665527,25.6415615081787,41.5998954772949,25.6224899291992,"Bulgaria","Bulgaria",1.96766203703704,3,"alive","still transmitting",NA,NA,"only 3 points!"
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",61952,"Spartacus","Spartacus_61952",NA,NA,NA,NA,2010-08-19 04:00:00,2011-01-15 07:00:00,41.64117,25.88117,12.459,16.2475,"Bulgaria","Chad",149.125,141,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118152,"Svetlina","Svetlina_118152",NA,NA,NA,NA,2012-08-17 10:00:00,2014-09-06 01:00:00,41.62283,25.8975,17.91383,38.27433,"Bulgaria","Sudan",749.625,751,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",118148,"Volen","Volen_118148",NA,NA,NA,NA,2012-08-16 16:00:00,2014-09-29 02:00:00,43.18,27.43567,25.584,31.48183,"Bulgaria","Egypt",773.416666666667,772,"NA","NA",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",182264,"Wesal","Wesal_182264",NA,NA,NA,NA,2019-04-15 06:14:35,2019-05-31 00:16:04,30.6972408294678,35.5799446105957,37.1926460266113,39.2326164245605,"Jordan","Turkey",45.7510300925926,47,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus Bulgaria/Greece","Neophron percnopterus",171349,"Zikmund","Zikmund_171349",NA,NA,NA,NA,2018-08-10 02:49:43,2018-09-12 00:09:53,41.6360855102539,25.8562202453613,40.863338470459,25.9008731842041,"Bulgaria","Greece",32.8890046296296,28,"NA","NA",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",137397,"2HN","2HN_137397",NA,NA,NA,NA,2015-07-20 14:00:00,2019-05-30 09:00:00,40.46833,-3.83983,40.61617,-4.72033,"Spain","Spain",1409.79166666667,1352,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",48500703772,"2HP","2HP_48500703772",NA,NA,NA,NA,2016-07-25 05:08:00,2019-05-31 00:00:00,40.95475,-4.100033,41.128332,-6.191566,"Spain","Spain",1039.78611111111,200,"alive","still transmitting",NA,NA,"highly intermittent fixes"
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",181641,"95N","95N_181641",NA,NA,NA,NA,2018-08-02 08:50:30,2019-05-31 04:52:35,41.5355224609375,-3.58922171592712,41.479133605957,-3.58197999000549,"Spain","Spain",301.834780092593,303,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",6471,"95P","95P_6471",NA,NA,NA,NA,2018-08-06 05:00:47,2019-05-31 05:00:23,41.2050675,-4.8270731,14.9075802,-16.1349591,"Spain","Senegal",297.999722222222,280,"alive","still transmitting",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",5019,"95R","95R_5019",NA,NA,NA,NA,2016-07-26 05:00:48,2018-01-14 17:00:20,42.330439,-7.2841079,15.5337375,-8.0311284,"Spain","Mauritania",537.499675925926,424,"NA","NA",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",5782,"9FC","9FC_5782",NA,NA,NA,NA,2017-07-20 05:00:53,2017-09-16 05:00:41,40.482207,-4.1674682,30.6457038,-2.9051532,"Spain","Algeria",57.9998611111111,26,"NA","NA",NA,NA,"very few fixes"
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",370,"9FH","9FH_370",NA,NA,NA,NA,2017-07-31 01:08:19,2018-01-30 00:25:14,42.48747,-6.84458,13.91717,-12.05842,"Spain","Mali",182.970081018519,176,"NA","NA",NA,NA,NA
"Neophron percnopterus. GREFA. Spain","Neophron percnopterus",5783,"9FJ","9FJ_5783",NA,NA,NA,NA,2017-07-21 05:00:23,2018-01-27 05:00:23,42.3284003,-7.2847455,15.3656605,-4.454049,"Spain","Mali",190,176,"NA","NA",NA,NA,NA
"Omanvulture","Neophron percnopterus",16095,"16095","16095_16095",NA,NA,NA,NA,2018-01-19 10:49:05,2019-05-31 01:23:18,23.3350315093994,58.4574317932129,23.3148574829102,58.6541900634766,"Oman","Oman",496.607094907407,497,"alive","still transmitting",NA,NA,NA
"Omanvulture","Neophron percnopterus",171318,"171318","171318_171318",NA,NA,NA,NA,2018-01-20 09:48:05,2019-05-31 00:26:36,23.3392658233643,58.4492835998535,27.2252140045166,56.1697463989258,"Oman","Iran (Islamic Republic of)",495.610081018519,497,"alive","still transmitting",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",119157,"Agata","Agata_119157",NA,NA,NA,NA,2015-08-26 08:00:00,2015-09-05 08:35:12,37.39733,13.36967,36.848,13.251,"Italy",NA,10.0244444444444,11,"NA","NA",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",48500502206,"Aneta","Aneta_48500502206",NA,NA,NA,NA,2015-09-07 00:01:00,2015-10-04 00:03:00,39.10625,16.891933,33.018032,21.71635,"Italy",NA,27.0013888888889,28,"NA","NA",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",16093,"Apollo","Apollo_16093",NA,NA,NA,NA,2017-07-24 23:09:19,2017-09-28 04:54:15,40.2465896606445,16.102409362793,32.4999885559082,8.30298519134521,"Italy","Algeria",65.239537037037,62,"NA","NA",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",48500501963,"Carmen","Carmen_48500501963",NA,NA,NA,NA,2015-09-07 00:01:00,2015-12-27 00:00:00,39.106233,16.891899,31.652416,25.787883,"Italy",NA,110.999305555556,111,"NA","NA",NA,NA,"looks to have died at see and tx floated long after"
"Released Egyptian Vultures in Italy","Neophron percnopterus",119158,"Karel","Karel_119158",NA,NA,NA,NA,2015-09-08 12:12:44,2015-10-21 12:26:57,38.997,16.881,36.869,14.246,"Italy",NA,43.0098726851852,43,"NA","NA",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",23306,"Sara","Sara_23306",NA,NA,NA,NA,2015-08-26 20:00:00,2019-05-31 04:00:00,39.9165,18.3045,40.59433,16.671,"Italy","Italy",1373.33333333333,1373,"alive","still transmitting",NA,NA,NA
"Released Egyptian Vultures in Italy","Neophron percnopterus",48500501945,"Tobia","Tobia_48500501945",NA,NA,NA,NA,2015-09-07 00:01:00,2019-05-31 05:00:00,39.1062,16.891899,39.419316,16.685149,"Italy","Italy",1362.20763888889,1350,"alive","still transmitting",NA,NA,NA
