species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,transmitter.mass.grams.binned,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,fate.at.annual.stage,comments
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Ardi,182265,Ardi_182265,1/24/19 14:29,4/29/20,4/30/20 0:00,11.79798126,41.05654526,20.25676918,43.20938492,Ethiopia,Saudi Arabia,644.481713,confirmed dead,54,unknown,Y,N,N,carcass found,suspected poisoning,Ornitela,backpack,30,30-40g,0.008188836,0.997984954,Ethiopia,Saudi Arabia,462,N,15,69,adult,central & eastern,dead,spring migration,"mortality date in 2019, but still transmitting as of Oct 2020?"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Awash,182257,Awash_182257,12/9/19 11:05,7/19/20,7/20/20 0:00,8.922171593,39.92133713,20.63994217,41.80202484,Ethiopia,Saudi Arabia,305.619838,confirmed dead,6,,Y,N,N,carcass found,suspected poisoning,Ornitela,legloop,30,30-40g,0.616618501,1.000693287,Ethiopia,Saudi Arabia,224,N,7,13,juvenile,central & eastern,dead,spring migration,"migrated around Red Sea - young bird, so hard to know its population!"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Dalol,182250,Dalol_182250,12/15/19 5:19,10/30/20,10/31/20 0:00,11.71055984,40.97746658,11.65166187,40.93007278,Ethiopia,NA,319.8584722,alive,6,,Y,N,N,active,NA,Ornitela,legloop,30,30-40g,0.015117768,1.000055556,Ethiopia,Ethiopia,321,N,10,16,juvenile,central & eastern,alive,NA,"migrated around Red Sea - young bird, so hard to know its population!"
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 01-Zuri-5533,5533,Guipuzcoa 01-Zuri-5533_5533,7/17/17 8:15,11/26/17,11/27/17 4:00,43.16938,-2.123876,16.3167,-12.31727,Spain,Mauritania,132.8231019,confirmed dead,1,F,Y,N,N,transmitter recovered,unknown,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.649675296,1,Spain,Mauritania,126,N,4,5,juvenile,western,dead,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 02-Endoia-5534,5534,Guipuzcoa 02-Endoia-5534_5534,7/17/17 13:25,9/7/17,9/11/17 15:00,43.19792,-2.277571,36.33941,-5.968527,Spain,Algeria,51.60783565,likely transmitter failure,1,M,Y,N,N,inferred from transmissions,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,1.762002469,1.531577546,Spain,Spain,23,N,1,2,juvenile,western,tx failure,fall migration,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 03-Ekhi-5533,5533,Guipuzcoa 03-Ekhi-5533_5533,7/19/18 16:04,7/28/19,8/5/19 15:44,42.96061,-2.360367,16.57283,-11.38479,Spain,Mauritania,373.747037,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.258424651,4.848871528,Spain,Mauritania,285,N,12,13,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 01-Brieva-4404,4404,La Rioja 01-Brieva-4404_4404,7/20/16 8:45,3/31/17,4/1/17 18:00,42.16987,-2.769862,16.96502,-11.03883,Spain,Mauritania,254.1249653,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.216194146,2.641667824,Spain,Mauritania,201,N,8,9,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 02-Quel-4405,4405,La Rioja 02-Quel-4405_4405,7/20/16 8:45,9/28/17,10/10/17 0:00,42.16989,-2.769875,17.15989,-14.93476,Spain,Mauritania,448.1364468,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,1.651297134,38.83342245,Spain,Mauritania,41,N,14,15,juvenile,western,unknown,non-breeding,
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Covas-95R,5019,Covas-95R_5019,7/26/16 5:00,7/31/17,8/1/17 0:00,42.330439,-7.2841079,15.220856,-4.696387,Spain,Mauritania,536.4996065,likely dead,2,M,Y,N,N,inferred from transmissions,unknown,e-obs Bird GSM solar,backpack,48,40-48g,0.012273822,1,Spain,Mali,342,N,12,14,juvenile,western,dead,non-breeding,"suspected mortality, same location for a long time"
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Encina-9FJ,5783,Encina-9FJ_5783,7/21/17 5:00,1/26/18,10/31/20 0:00,42.3284,-7.284745,15.36825,-4.459704,Spain,Mali,189,unknown,2,F,Y,N,N,unknown,NA,e-obs Bird GSM solar,backpack,48,40-48g,0.136368233,1,Spain,Mali,175,N,6,8,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Langullo-9FC,5782,Langullo-9FC_5782,7/20/17 5:00,9/14/17,9/15/17 5:00,40.48221,-4.167468,34.52032,-4.935395,Spain,Morocco,56.99965278,unknown,2,F,Y,N,N,unknown,NA,e-obs Bird GSM solar,backpack,48,40-48g,1.009761223,1.099972222,Spain,Morocco,24,N,1,3,juvenile,western,unknown,fall migration,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Manzaneda-95P,6471,Manzaneda-95P_6471,8/6/18 5:00,12/9/19,12/10/19 0:00,41.20507,-4.827073,14.28482,-12.27331,Spain,Senegal,760.9999306,likely dead,3,M,Y,N,N,inferred from transmissions,unknown,e-obs Bird GSM solar,backpack,48,40-48g,0.159085178,1,Spain,Senegal,472,N,16,19,adult,western,dead,non-breeding,"suspected mortality, same location for a long time"
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Azahar 75657,75657,Azahar 75657_75657,8/10/07 8:00,11/8/13,11/8/13 6:00,40.23383,-0.61467,16.93917,-14.44367,Spain,Mauritania,2281.916667,confirmed dead,54,F,Y,N,N,carcass found,unknown,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.26853963,1.025,Spain,Mauritania,1932,N,74,128,adult,western,dead,non-breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Calimera 75659,75659,Calimera 75659_75659,7/30/09 19:00,7/26/11,7/26/11 12:00,40.78217,-2.17733,40.8285,-1.86067,Spain,Spain,725.7083333,unknown,54,F,Y,N,N,unknown,NA,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.157716696,1.425,Spain,Spain,599,N,23,77,adult,western,unknown,breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Calimero 89731,89731,Calimero 89731_89731,7/30/09 0:00,8/29/12,8/29/12 0:00,40.7845,-2.20067,40.78617,-2.20033,Spain,Spain,1126,likely dead,54,M,Y,N,N,inferred from transmissions,unknown,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.117368329,1.8,Spain,Spain,863,N,36,90,adult,western,dead,breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Cirila 89730,89730,Cirila 89730_89730,7/30/09 0:00,5/14/13,5/14/13 0:00,40.7375,-2.4555,40.7455,-2.448,Spain,Spain,1384,likely dead,54,F,Y,N,N,inferred from transmissions,unknown,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.023614111,3,Spain,Spain,898,N,45,99,adult,western,dead,breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Molina 80419,80419,Molina 80419_80419,8/14/08 6:00,4/10/11,4/10/11 14:00,40.8165,-1.838,40.88983,-1.76333,Spain,Spain,969.3333333,likely dead,54,F,Y,N,N,inferred from transmissions,unknown,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,1.798588307,4.666666667,Spain,Spain,842,N,31,85,adult,western,dead,breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Uge 75658,75658,Uge 75658_75658,8/22/09 15:00,2/16/12,2/16/12 12:00,40.87283,-1.78433,15.41567,-4.51267,Spain,Mali,907.875,likely transmitter failure,3,F,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.164976016,10.025,Spain,Mali,777,N,29,32,adult,western,tx failure,non-breeding,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Zagal 80420,80420,Zagal 80420_80420,7/29/09 7:00,8/16/13,8/16/13 10:00,40.76933,-2.213,40.73983,-2.18417,Spain,Spain,1479.125,likely dead,54,M,Y,N,N,inferred from transmissions,unknown,solar-powered GPS Microwave telemetry ,backpack,45,40-48g,0.0980556,8.51666597,Spain,Spain,1227,N,48,102,adult,western,dead,breeding,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Gardon  ID_PROG 457,western europe,Gardon_2016_Ad_wild_MW707 ,707,Gardon_2016_Ad_wild_MW707 _707,3/29/16 6:46,3/20/20,3/21/20 0:00,44.2314,4.41436,42.1598,0.80898,France,France,1451.73125,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Microwave 45g GPS-GSM,backpack,45,40-48g,1.651081473,1.030979167,France,Spain,1451,N,47,101,adult,western,tx failure,spring migration,adult captured at breeding site in Gardon. born in 2009 in Herault and ringed in 2009. tag lost at nest on 21/03/2020
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Bibei-2HN,137397,Bibei-2HN_137397,7/20/15 14:00,10/29/20,10/31/20 0:00,40.46833,-3.83983,14.72933,-7.624,Spain,NA,1927.833333,alive,2,F,Y,N,N,active,NA,Microwave PTT-100 GPS/Argos solar,backpack,45,40-48g,0.09236081,1,Spain,Mali,1871,N,63,65,adult,western,alive,NA,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Xeos-9FH,370,Xeos-9FH_370,7/29/17 13:32,1/28/18,1/29/18 0:18,42.48844,-6.844,14.1019,-12.12526,Spain,Mali,183.4480208,unknown,2,M,Y,N,N,unknown,NA,Microwave GSM,backpack,45,40-48g,0.114606825,1.00088893,Spain,Mali,180,N,6,8,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Bruco,48505470927,Bruco_48505470927,7/20/17 6:00,1/4/18,1/4/18 6:00,41.195016,-6.680866,13.897483,-9.689316,Spain,Mali,168,likely dead,37,M,Y,N,N,inferred from transmissions,unknown,Ecotone SAKER H LF,backpack,35,30-40g,0.066385515,1,Spain,Mali,164,N,5,42,adult,western,dead,non-breeding,Fate unknown - data stopped transmitting in south-central Mali
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Douro,48797733050,Douro_48797733050,6/13/17 6:00,5/3/19,5/7/19 6:01,40.9598,-6.833833,40.92567,-6.693199,Spain,Spain,689,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Ecotone SKUA H LF,backpack,35,30-40g,0.063626276,1,Spain,Spain,683,N,22,76,adult,western,tx failure,breeding,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Faia,48505476460,Faia_48505476460,6/13/17 8:00,8/25/20,10/31/20 0:00,40.92637,-6.943999,29.76518,-7.176166,Portugal,Morocco,1168.916667,unknown,54,F,Y,N,N,unknown,NA,Ecotone SAKER H LF,backpack,35,30-40g,1.616178568,1,Portugal,Morocco,1165,N,38,92,adult,western,unknown,fall migration,alive_last location during fall migration 2020 likely out of transmission signal
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Poiares,48797733001,Poiares_48797733001,6/1/17 12:34,11/18/17,4/5/18 7:00,40.8981,-6.9674,14.0555,-11.87497,Portugal,Portugal,169.7673611,likely transmitter failure,54,F,Y,N,Y,inferred from transmissions,NA,Ecotone SKUA H GRIFFON LF,backpack,35,30-40g,2.887946521,14.685625,Portugal,Mali,171,N,5,59,adult,western,tx failure,non-breeding,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. 
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Rupis,48511694900,Rupis_48511694900,7/15/16 6:00,10/21/20,10/31/20 0:00,41.47712,-6.270032,14.75298,-7.65635,Spain,NA,1559.040972,alive,25,unknown,Y,N,N,active,NA,Ecotone Skua-H,backpack,35,30-40g,0.217973516,1.112569444,Spain,Mali,1202,N,51,76,adult,western,alive,NA,Data received from Mali on Oct 12th after 11 months of no data due to faulty transmitter https://www.4vultures.org/surprise-gps-data-received-from-egyptian-vulture-rupis/
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,BatuecasA,17020,BatuecasA_17020,6/15/17 14:48,10/30/20,10/31/20 0:00,41.05353546,-6.663703442,17.45682526,-10.86064339,Spain,NA,1232.612639,alive,24,M,Y,N,N,active,NA,"Ornitela ""OrniTrack30 solar GPSGSM""",backpack,30,30-40g,0.154036535,1.000225694,Spain,Mauritania,1230,N,40,64,adult,western,alive,NA,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,Camaces,17017,Camaces_17017,7/31/17 12:29,9/8/17,9/11/17 2:12,41.00911331,-6.743571758,37.9450798,-6.836569786,Spain,Morocco,38.58157407,unknown,1,F,Y,N,N,unknown,NA,"Ornitela ""OrniTrack30 solar GPSGSM""",backpack,30,30-40g,0.504613255,0.998958333,Spain,Spain,23,N,1,2,juvenile,western,unknown,fall migration,The animal was in a very bad body condition when it was marked. Surely this prevented him from surviving the conditions of the migratory trip when crossing the desert. The team responsible for marking has always ruled out any relationship with that power line.
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,Huebra,17021,Huebra_17021,6/15/17 14:57,4/15/19,4/16/19 4:48,41.05711,-6.660487,41.02536,-6.676615,Spain,Spain,668.5743981,confirmed transmitter failure,24,M,Y,N,N,resighted / recaptured,NA,"Ornitela ""OrniTrack30 solar GPSGSM""",backpack,30,30-40g,0.016094108,1.401596065,Spain,Spain,654,N,22,46,adult,western,tx failure,breeding,The animal is alive and continues to wear the transmitter
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies)  ID_PROG 961,western europe,Baronnies_2019_Imm_wild_OR181635_5T,181635,Baronnies_2019_Imm_wild_OR181635_5T_181635,4/1/19 17:25,10/29/20,10/31/20 0:00,44.43438339,5.322945118,17.09228897,-10.01051807,France,NA,576.5515162,alive,22,unknown,Y,N,Y,active,NA,Ornitela OT-30-3GC,legloop,30,30-40g,0.211458697,1.000049769,France,Mauritania,265,N,18,40,adult,western,alive,NA,"born wild, found weakened in Baronnies in autumn 2018. kept in rehabilitation whole winter. released in Baronnies in 01 April 2019; recaptured and rehabilitated in Spain on 27/06/2019 (broken wing after collision with cable); released on 06/05/2020 in Spain (Aragon)"
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies)  ID_PROG 961,western europe,Causses_2018_Imm_wild_OR171075_4X,171075,Causses_2018_Imm_wild_OR171075_4X_171075,4/5/18 12:00,11/18/19,11/19/19 0:00,44.20375443,3.255665064,32.93344116,1.835491657,France,Algeria,591.5345023,likely dead,22,unknown,Y,N,Y,inferred from transmissions,unknown,Ornitela OT-30-3GC,legloop,30,30-40g,0.56647336,0.998688657,France,Algeria,587,N,19,41,adult,western,dead,non-breeding,"born wild in Gorges de la Dourbie, found weakened in Sept 2017. released in sept 2017, found again. Kept in captivity and rehabilitated the whole winter 2017-2018. released 05/04/2018. recovered again in Dourbie Canyon on 16 May 2018. last position close to a village in Morocco on 19/11/2019: likely dead (shot?)"
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Basque_2019_Imm_wild_OR171005_PM0,171005,Basque_2019_Imm_wild_OR171005_PM0_171005,7/18/19 8:39,9/9/19,9/10/19 0:00,43.14750671,-1.29905498,36.16388321,-5.514261723,France,Morroco,52.97891204,unknown,1,unknown,Y,N,N,unknown,unknown,Ornitela OT-30-3GC,legloop,30,30-40g,1.239029741,1.000555556,France,NA,25,N,1,2,juvenile,western,unknown,fall migration,Pulli in the nest 18/07/2019 Munhoa
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Basque_2019_Imm_wild_OR180110_PC2,180110,Basque_2019_Imm_wild_OR180110_PC2_180110,7/18/19 14:27,10/30/20,10/31/20 0:00,43.09663391,-1.150748372,16.04538918,-8.497528076,France,NA,469.4086227,alive,1,unknown,Y,N,N,active,NA,Ornitela OT-30-3GC,legloop,30,30-40g,0.308379478,0.999980324,France,Mauritania,444,N,15,16,juvenile,western,alive,NA,Pulli in the nest 18/07/2019 Munhoa;  lost tag signal in Morocco on 10/09/2019: unknown cause (tag lost? Tag failure? Bird away from GSM? Bird dead?)
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Basque_2020_Imm_wild_OR180109_PR9,180109,Basque_2020_Imm_wild_OR180109_PR9_180109,7/31/20 8:48,9/24/20,10/31/20 0:00,43.11460876,-1.083263278,35.33777237,-5.488054752,France,Morroco,54.7269213,unknown,1,unknown,Y,N,N,unknown,NA,Ornitela OT-30-3GC,legloop,30,30-40g,1.454614689,0.998846065,France,Morocco,56,N,1,2,juvenile,western,unknown,fall migration,Juvenile tagged inthe nest 31/07/2020. lost tag signal in Morocco on 25/09/2020: unknown cause  (tag lost? Tag failure? Bird away from GSM? Bird dead?)
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Ossau_2018_Ad_wild_OR17996_PC0,17996,Ossau_2018_Ad_wild_OR17996_PC0_17996,4/21/18 3:44,9/22/19,9/25/19 0:00,43.06973,-0.4156833,17.1473,-10.9349,France,Mauritania,519.2981829,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Ornitela OT-30-3GC,legloop,30,30-40g,2.328741688,2.066313657,France,Mauritania,412,N,17,71,adult,western,tx failure,non-breeding,"Adult caught in Ossau (Castet) 21/04/2018. age unknown; tag failure in 25 sept 2019, resighted alive in Ossau in spring 2020."
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Chandoiro-201253,201253,Chandoiro-201253_201253,7/24/20 7:01,10/29/20,10/31/20 0:00,42.47941589,-6.842126846,14.51154804,-6.650145054,Spain,NA,97.02798611,alive,2,F,Y,N,N,active,NA,Ornitela OT-30 2G,backpack,30,30-40g,0.353229994,0.9996875,Spain,Mali,98,N,3,5,juvenile,western,alive,NA,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Mata-181686,181686,Mata-181686_181686,7/25/19 17:22,1/10/20,1/11/20 17:04,42.32494,-7.185443,17.12988,-11.85479,Spain,Mauritania,168.6420023,unknown,2,M,Y,N,N,unknown,NA,Ornitela OT-30 2G,backpack,30,30-40g,0.022942713,1.006006944,Spain,Mauritania,146,N,5,7,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Montejo-95N,181641,Montejo-95N_181641,8/2/18 8:50,10/30/20,10/31/20 0:00,41.53552,-3.589222,16.08644,-7.644227,Spain,NA,819.8722222,alive,54,M,Y,N,N,active,NA,Ornitela OT-30 2G,backpack,30,30-40g,0.116139164,1.000237269,Spain,Mauritania,821,N,26,80,adult,western,alive,NA,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Vaucluse ID_PROG 457,western europe,Provence_2016_Ad_wild_EO5018_Salome_8P,5018,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,10/1/16 5:00,10/17/20,10/31/20 0:00,43.95095,5.122738,16.90735,-9.820091,France,NA,1477.405579,alive,54,F,Y,N,Y,active,NA,e-obs Bird solar panel,backpack,25,16-25g,0.569631902,26.12807292,France,Mauritania,536,N,48,102,adult,western,alive,NA,errant last point? has a straight shot from Africa back to France
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Arribas,171068,Arribas_171068,8/14/19 11:18,10/29/20,10/31/20 0:00,41.0412941,-6.870823383,14.7333498,-7.092973232,Portugal,NA,441.7909028,alive,1,unknown,Y,N,N,active,NA,Ornitela_3G,backpack,25,16-25g,0.092208515,1.000241898,Spain,Mali,442,N,14,15,juvenile,western,alive,NA,chick marked in the nest on the 31.07.2019 Territory Poiares
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Fangueiro,16094,Fangueiro_16094,7/14/20 6:08,10/30/20,10/31/20 0:00,41.15391,-6.72716,32.79191,-5.032318,Spain,NA,107.9939815,alive,14,M,Y,N,Y,active,NA,Ornitela_2G,backpack,25,16-25g,0.599892748,1.000209491,Spain,Morocco,109,N,3,17,juvenile,western,alive,NA,"extensive treatment, held captive >1 year, feather implants, etc. "
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Iberia,171076,Iberia_171076,10/31/19 8:52,11/20/19,10/31/20 0:00,40.61681,-7.742865,30.14985,9.328107,Spain,Algeria,19.87606481,confirmed dead,5,NA,Y,N,Y,resighted / recaptured,exhaustion,Ornitela_2G,backpack,25,16-25g,0.743137088,0.998792824,Portugal,Algeria,21,N,0,5,juvenile,western,dead,fall migration,"This bird was transferred from rehab centre in Portugal for release in Extremadura late last autumn - not ideal, but there were no facilities in the rehab centre to keep the bird and it was considered better at the time to release the bird rather than keep it in captivity. It migrated much further east, achieved a successful sea crossing but ended up recaptured in east Algeria."
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,JuvSendim,16094,JuvSendim_16094,8/10/19 7:11,8/26/19,8/26/19 12:47,41.38648,-6.390967,41.38895,-6.385813,Portugal,Portugal,21.94640046,confirmed dead,1,unknown,Y,N,N,carcass found,unknown,Ornitela_2G,backpack,25,16-25g,0.003168639,0.998667824,Spain,Spain,17,N,0,1,juvenile,western,dead,breeding,Chick marked in the nest on the 01.08.2019. Found dead 02.09.2019 awaiting necropsy results
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,6/29/15 0:00,10/28/16,10/28/16 0:01,43.40867,-1.508783,15.98262,-15.83093,France,Senegal,487.0006944,likely dead,21,unknown,Y,N,Y,inferred from transmissions,unknown,Ecotone Duck-4,legloop,24,16-25g,0.546455595,1,France,Senegal,404,N,15,36,adult,western,dead,breeding,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: likely death (bird never seen again in the next 4 years) or transmitter failure "
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Huesca 02-REKI28,48500498481,Huesca 02-REKI28_48500498481,7/13/19 16:01,11/15/19,11/16/19 0:00,42.14172,-0.211816,14.58833,-7.398149,Spain,Mali,134.6243056,likely dead,1,M,Y,N,N,inferred from transmissions,unnatural causes,"SAKER-H, GPS-GSM Ecotone",backpack,23,16-25g,0.187015998,1,Spain,Mali,120,N,4,5,juvenile,western,dead,non-breeding,"Last locationes in a village, possible unnatural death"
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Huesca 01-REKI13,48511907154,Huesca 01-REKI13_48511907154,7/13/19 16:03,10/30/20,10/31/20 0:00,42.14162,-0.211616,15.66372,-10.46958,Spain,NA,474.5805556,alive,1,F,Y,N,N,active,NA,"SAKER-L, GPS-GSM Ecotone",backpack,21,16-25g,0.128904654,1,Spain,Mauritania,465,N,15,16,juvenile,western,alive,NA,
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 03 - Lidia -REKI38,48797732417,La Rioja 03 - Lidia -REKI38_48797732417,7/20/18 6:00,1/23/20,10/31/20 0:00,42.88157,-2.632999,15.86408,-15.6819,Spain,Senegal,552,unknown,1,M,Y,N,N,unknown,NA,"SAKER-M, GPS-GSM Ecotone",backpack,21,16-25g,0.00043165,1,Spain,Senegal,541,N,18,19,adult,western,unknown,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Segovia 06-REKI22,48500499243,Segovia 06-REKI22_48500499243,7/20/19 6:03,10/30/20,10/31/20 0:00,41.16583,-3.844949,14.72265,-7.668416,Spain,NA,467.9979167,alive,1,unknown,Y,N,N,active,NA,"SAKER-L, GPS-GSM Ecotone",backpack,21,16-25g,0.18351821,1,Spain,Mali,432,N,15,16,juvenile,western,alive,NA,
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Larouco-2HP,48500703772,Larouco-2HP_48500703772,7/25/16 5:08,8/6/19,8/14/19 18:00,40.95475,-4.100033,41.33878,-5.983533,Spain,Spain,1106.786806,unknown,2,M,Y,N,N,unknown,NA,Ecotone SAKER-M,backpack,21,16-25g,0.703891512,7.824930556,Spain,Spain,206,N,36,38,adult,western,unknown,breeding,NA