species,study.name,population,id,tag,id.tag,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,fate,how.fate.determined.clean,cause.of.death,n.locs,start.date,end.date,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Butterball,42500,Butterball_42500,Y,United States,United States,unknown,ad,adult,54,N,N,confirmed transmitter failure,resighted / recaptured,NA,147,11/5/03 15:00,4/18/04 0:00,40.6375,40.65883,-76.01933,-75.92783,164.375,y,0.016315,1813.063544,1.0125,NA,"bird recaptured and transmitter removed to put on another bird -- bird in good condition. Will classify as ""transmitter failur""",why was this bird recaptured? Would it have died in the wild?
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Irma,52067,Irma_52067,N,United States,United States,unknown,ad,adult,54,N,N,unknown,unknown,NA,2645,9/6/04 17:00,9/23/15 14:00,40.778,40.61417,-75.28533,-75.184,4033.875,y,0.063403,7045.880922,1.129166667,NA,transmitter was 11 years old,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Schaumboch,42500,Schaumboch_42500,Y,United States,United States,unknown,ad,adult,54,N,N,unknown,unknown,NA,431,9/14/04 14:00,5/4/06 13:00,40.83283,41.36,-75.02,-73.58166667,596.9583333,y,0.033552,3728.589437,2.191666667,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Disney,52069,Disney_52069,Y,United States,United States,unknown,ad,adult,54,N,N,unknown,unknown,NA,2487,9/19/04 21:00,10/17/11 0:00,40.3605,38.64267,-75.71683,-79.349,2583.125,y,0.023580,2620.414354,1,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Sill,57952,Sill_57952,Y,Canada,United States,unknown,ad,adult,54,N,N,unknown,unknown,exploded ordinance,134,6/19/05 17:00,10/30/05 0:00,51.59016667,34.81666667,-106.398,-98.74333333,132.2916667,y,0.737397,81945.458706,1,NA,unknown,last location on army base where ordinance had exploded
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Blizzard,57953,Blizzard_57953,Y,Canada,United States,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,collision with vehicle,107,6/22/05 16:00,10/6/05 0:00,53.03467,48.031,-106.375,-100.226,105.3333333,y,0.814354,90497.569096,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Prado,57954,Prado_57954,N,United States,United States,unknown,ad,adult,54,N,N,likely transmitter failure,inferred from transmissions,NA,1165,11/2/05 15:00,7/7/09 0:00,33.9125,33.6615,-117.6161667,-117.82783,1342.375,y,0.194294,21591.456736,5.025,NA,increasing time between fixes,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Sarkis,57955,Sarkis_57955,Y,United States,Mexico,unknown,ad,adult,54,N,N,likely dead,static transmission,unknown,490,2/20/06 3:00,2/8/08 3:00,33.765,26.96567,-117.8061667,-108.593,718,y,1.803352,200402.947285,29.17083333,NA,transmission from same location over several months before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Morongo,57957,Morongo_57957,Y,United States,United States,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,collision with vehicle,1132,3/18/06 23:00,5/26/09 2:00,34.0485,43.43183,-116.5696667,-123.31617,1164.125,y,0.000204,22.620771,1.608333333,NA,transmitter recovered,tagged on migration
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Rosalie,57956,Rosalie_57956,Y,United States,United States,unknown,ad,adult,54,N,N,unknown,unknown,NA,1453,3/19/06 0:00,3/27/10 6:00,34.05166667,44.163,-116.5726667,-123.301,1469.25,y,1.295540,143970.738338,1,NA,unknown,tagged on migration
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Duck Lake,57953,Duck Lake_57953,Y,Canada,Canada,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,collsion with powerline,129,6/21/06 20:00,10/27/06 0:00,52.69516667,49.7325,-106.1388333,-100.3618333,127.1666667,y,0.111163,12353.315419,1.054166667,NA,transmitter recovered,NA
Cathartes aura,Vulture Movements,north america - eastern,LEH_TV,68351,LEH_TV_68351,N,United States,NA,F,ad,adult,54,N,N,confirmed dead,carcass found,unknown,727,9/8/06 16:00,10/4/08 0:00,32.4535,32.69667,-80.71467,-80.18217,756.3333333,y,0.044661,4963.135504,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location Edisto Island, SC"
Cathartes aura,Vulture Movements,north america - eastern,LEJ_TV,68352,LEJ_TV_68352,N,United States,United States,F,ad,adult,54,N,N,confirmed dead,carcass found,shot,1251,9/19/06 16:00,3/20/10 0:00,32.454,32.445,-80.70217,-80.683,1277.333333,y,0.037368,4152.642884,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass, shot by BASH at MCAS Beaufort, SC while dispersing roost on red/white checkered tower at NW edge of base"
Cathartes aura,Vulture Movements,north america - eastern,LEM_TV,68353,LEM_TV_68353,NA,United States,United States,F,ad,adult,54,N,N,confirmed dead,carcass found,suspected vehicle collision,37,9/19/06 16:00,10/25/06 10:00,32.45383,31.623,-80.70217,-81.263,35.75,y,0.244499,27170.724100,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location along Hwy 252 N of Folkston, GA"
Cathartes aura,Vulture Movements,north america - eastern,LEP_TV,68354,LEP_TV_68354,N,United States,United States,F,ad,adult,54,N,N,confirmed dead,carcass found,unknown,568,9/19/06 16:00,4/20/08 18:00,32.454,33.48783,-80.70183,-79.7895,579.0833333,y,0.000048,5.334144,1.0625,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location 13.25 miles W of Andrews, SC"
Cathartes aura,Vulture Movements,north america - eastern,LET_TV,68355,LET_TV_68355,NA,United States,NA,M,3rd yr,adult,27,N,N,confirmed dead,carcass found,unknown,35,9/19/06 17:00,10/23/06 13:00,32.45383,32.413,-80.702,-80.73733,33.83333333,y,0.018516,2057.699389,1.154166667,NA,transmitter recovered from dead bird,"transmitter retrieved from carcass in neighborhood woods, Beaufort, SC"
Cathartes aura,Vulture Movements,north america - eastern,LEV_TV,68356,LEV_TV_68356,N,United States,United States,M,ad,adult,54,N,N,confirmed dead,carcass found,suspected vehicle collision,413,9/19/06 17:00,11/17/07 0:00,32.45383,32.58017,-80.70233,-80.9285,423.2916667,y,0.020935,2326.427786,1,NA,transmitter recovered from dead bird,transmitter retrieved from carcass in woods adjacent to I-95
Cathartes aura,Vulture Movements,north america - eastern,LXE_TV,68359,LXE_TV_68359,Y,United States,United States,unknown ,3rd yr,adult,28,N,N,confirmed dead,carcass found,unknown,17,10/26/06 17:00,11/11/06 21:00,32.4535,25.478,-80.7145,-80.37283,16.16666667,y,0.497087,55240.278802,1.066666667,NA,transmitter recovered from dead bird,"found dead in fallow agriculture field SE of Homestead ARB, FL, may have been shot by FL WS BASH at HARB"
Cathartes aura,Vulture Movements,north america - eastern,LXV_TV,68360,LXV_TV_68360,NA,United States,United States,unknown ,3rd yr,adult,28,N,N,confirmed dead,carcass found,suspected electrocution,23,10/26/06 17:00,11/17/06 0:00,32.45333,32.445,-80.71483,-80.683,21.29166667,y,0.041840,4649.579962,1,NA,transmitter recovered from dead bird,"bird and transmitter recovered from underneath powerline, transformer shorted out"
Cathartes aura,Vulture Movements,north america - eastern,MEV_TV,68355,MEV_TV_68355,N,United States,United States,unknown,3rd yr,adult,22,N,N,confirmed dead,carcass found,unknown,149,4/5/07 15:00,8/31/07 9:00,32.461,32.394,-80.70883,-80.91833,147.75,y,0.069073,7675.927897,1,NA,transmitter recovered from dead bird,"bird and transmitter NOT found at last location, unknown fate of both"
Cathartes aura,Vulture Movements,north america - eastern,MEX_TV,68360,MEX_TV_68360,N,United States,United States,unknown,ad,adult,54,N,N,unknown,unknown,unknown,1247,4/5/07 15:00,9/20/10 0:00,32.461,32.44517,-80.70867,-80.68283,1263.375,y,0.071536,7949.669277,1,NA,unknown,"bird and transmitter NOT found at last location, unknown fate of both"
Cathartes aura,Vulture Movements,north america - eastern,MET_TV,68359,MET_TV_68359,N,United States,United States,unknown,ad,adult,54,N,N,confirmed dead,carcass found,unknown,559,4/5/07 16:00,10/26/08 0:00,32.46083,31.81633,-80.70867,-81.24117,569.3333333,y,0.150670,16743.650315,1,NA,transmitter recovered from dead bird,"transmitter recovered from last location, refurbished"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Leo,65545,Leo_65545,Y,Canada,Panama,unknown,ad,adult,54,N,N,confirmed transmitter failure,resighted / recaptured,NA,2276,6/16/07 20:00,3/22/14 2:00,53.533,8.70217,-107.5308333,-77.53633,2470.25,y,3.468031,385395.366082,7.25,NA,failed transmitter recovered from live bird,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Mac,65544,Mac_65544,Y,Canada,Costa Rica,unknown,ad,adult,54,N,N,unknown,unknown,NA,535,6/17/07 15:00,12/2/08 0:00,53.00466667,9.97067,-106.313,-83.08433,533.375,y,0.182854,20320.205980,1,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Ranger,65543,Ranger_65543,Y,Canada,Mexico,unknown,ad,adult,54,N,N,unknown,unknown,NA,119,8/5/07 17:00,12/1/07 0:00,53.6255,18.139,-107.7613333,-95.988,117.2916667,y,0.558666,62083.447028,1.008333333,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,75657,75657,75657_75657,Y,Spain,Mauritania,F,ad,adult,54,N,N,confirmed dead,carcass found,unknown,1931,8/10/07 8:00,11/8/13 6:00,40.23383,16.93917,-0.61467,-14.44367,2281.916667,y,0.268540,29842.271954,1.025,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,80419,80419,80419_80419,Y,Spain,Spain,F,ad,adult,54,N,N,likely transmitter failure,inferred from transmissions,NA,842,8/14/08 6:00,4/10/11 14:00,40.8165,40.88983,-1.838,-1.76333,969.3333333,y,1.798588,199873.521401,4.666666667,NA,long time between last fixesm during which bird moved significant distance,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Young Luro,84796,Young Luro_84796,Y,Argentina,Bolivia,unknown,ad,adult,54,N,N,likely transmitter failure,inferred from transmissions,NA,1583,3/6/09 15:57,5/6/19 16:04,-36.9007,-18.9419,-64.2368,-62.4799,3713.005475,y,2.067113,229714.119684,4.75,NA,increasing interval between transmissions,transmitter failing?
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Sabado,84797,Sabado_84797,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,unknown,38,3/7/09 15:49,4/13/09 0:00,-36.897,-30.2602,-64.2325,-63.0536,36.34097222,y,0.663057,73684.196518,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Steamhouse 1,85753,Steamhouse 1_85753,Y,Canada,Venezuela,M,ad,adult,54,N,N,likely dead,static transmission,NA,905,5/22/09 15:25,3/17/12 21:01,52.3406,8.7276,-107.2494,-67.7973,1030.232905,y,0.000091,10.068197,2.425,NA,transmission from same location over 1month before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Steamhouse 2,85754,Steamhouse 2_85754,Y,Canada,Venezuela,F,ad,adult,54,N,N,unknown,unknown,NA,1614,5/23/09 2:20,12/1/13 0:01,52.3406,9.0316,-107.2466,-71.4067,1652.903449,y,0.839410,93281.959259,1,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,80420,80420,80420_80420,Y,Spain,Spain,M,ad,adult,54,N,N,likely transmitter failure,inferred from transmissions,NA,1227,7/29/09 7:00,8/16/13 10:00,40.76933,40.73983,-2.213,-2.18417,1479.125,y,0.098056,10896.723605,8.516666667,NA,increasing time between fixes,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,89730,89730,89730_89730,Y,Spain,Spain,F,ad,adult,54,N,N,unknown,unknown,NA,897,7/30/09 0:00,5/14/13 0:00,40.7375,40.7455,-2.4555,-2.448,1384,y,0.023614,2624.188905,3,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,89731,89731,89731_89731,Y,Spain,Spain,M,ad,adult,54,N,N,unknown,unknown,NA,862,7/30/09 0:00,8/29/12 0:00,40.7845,40.78617,-2.20067,-2.20033,1126,y,0.117368,13042.907659,1.8,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,75659,75659,75659_75659,Y,Spain,Spain,F,ad,adult,54,N,N,unknown,unknown,NA,599,7/30/09 19:00,7/26/11 12:00,40.78217,40.8285,-2.17733,-1.86067,725.7083333,y,0.157717,17526.740987,1.425,NA,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,75658,75658,75658_75658,Y,Spain,Mali,F,juv,juvenile,3,N,N,likely transmitter failure,inferred from transmissions,NA,777,8/22/09 15:00,2/16/12 12:00,40.87283,15.41567,-1.78433,-4.51267,907.875,y,0.164976,18333.454669,10.025,NA,increasing time between fixes,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Mark,85755,Mark_85755,N,United States,United States,unknown,ad,adult,54,N,N,likely dead,static transmission,unknown,1124,10/19/09 16:45,5/25/14 0:00,40.6341,40.9021,-76.0228,-75.5325,1678.302072,y,0.000241,26.786849,1.399993056,NA,transmission from same location over 30 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Mary,85756,Mary_85756,N,United States,United States,unknown,ad,adult,54,N,N,likely dead,static transmission,unknown,530,10/20/09 9:00,8/23/12 18:01,40.7809,40.792,-75.8612,-76.2446,1038.375162,y,0.000533,59.185773,10.48277778,NA,transmission from same location over several months before ceasing,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Spartacus,61952,Spartacus_61952,Y,Bulgaria,Chad,unknown,juv,juvenile,2,N,N,confirmed dead,carcass found,shot,140,8/19/10 4:00,1/14/11 5:00,41.64117,12.459,25.88117,16.24717,148.0416667,y,0.017113,1901.684012,1.008333333,NA,carcass retrieved,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,La Pampa,53797,La Pampa_53797,Y,Argentina,Brazil,unknown,ad,adult,54,N,N,likely dead,static transmission,unknown,607,2/1/11 16:58,10/1/12 0:40,-36.8985,-18.764,-64.2321,-53.3563,607.3208333,y,0.502997,55897.005943,0.997986111,NA,transmission from same location over 5 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Domingo,84797,Domingo_84797,Y,Argentina,Bolivia,unknown,ad,adult,54,N,N,likely dead,static transmission,unknown,462,2/5/11 14:20,5/29/12 0:00,-36.8453,-13.5841,-64.2324,-63.6679,478.4027778,y,0.005742,638.124647,0.987847222,NA,transmission from same location over 5 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Whitey,53798,Whitey_53798,Y,Argentina,Bolivia,unknown,ad,adult,54,N,N,alive,active,NA,2743,2/5/11 17:01,5/29/19 19:15,-36.8777,-17.4691,-64.2501,-62.553,3035.09338,y,0.105671,11743.040115,1.641748843,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Argentina,53800,Argentina_53800,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,likely dead,static transmission,NA,2434,2/5/11 17:35,11/4/17 0:55,-36.904,-36.9144,-64.2445,-64.2402,2463.305799,y,0.002193,243.713928,1.021888889,NA,transmission from same location over 9 days before ceasing,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Macedonia,61952,Macedonia_61952,Y,The former Yugoslav Republic of Macedonia,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,36,8/10/11 5:00,9/18/11 5:00,41.18317,33.55417,21.717,22.33083,39,y,1.210416,134511.157366,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lazaros,108050,Lazaros_108050,Y,Greece,Greece,F,ad,adult,54,N,Y,confirmed dead,carcass found,poisoning,282,6/23/12 22:00,3/31/13 10:00,39.789,41.05583,21.7325,24.14917,280.5,y,2.339852,260023.090836,1.016666667,NA,carcass retrieved,Tagged after being found poisoned in Meteora; poisoned again one year later
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Levkipos,118146,Levkipos_118146,Y,Greece,Sudan,unknown,juv,juvenile,2,N,N,likely dead,static transmission,unknown,1009,8/7/12 16:00,6/19/15 2:00,41.089,10.86567,26.13933,26.57283,1045.416667,y,0.000056,6.256506,0.994929398,NA,static transmissions for months,The bird died on 26.01.2015. Since then transmitter was sending signal from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ikaros,118145,Ikaros_118145,Y,Greece,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,26,8/12/12 19:00,9/11/12 6:00,39.80383,33.834,21.68783,22.25767,29.45833333,y,0.831511,92404.155408,1.316666667,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Arda,118147,Arda_118147,Y,Bulgaria,Sudan,unknown,juv,juvenile,2,N,N,likely dead,static transmission,unknown,156,8/13/12 0:41,3/5/13 2:00,41.644,10.79567,25.878,28.50933,204.0548611,y,0.220703,24526.258536,5.4,NA,static transmissions,The bird died on 29.12.2012. Since then it is transmitting from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Volen,118148,Volen_118148,Y,Bulgaria,Egypt,unknown,juv,juvenile,2,N,N,unknown,unknown,NA,773,8/16/12 16:00,9/28/14 4:00,43.18,28.74617,27.43567,31.9875,772.5,y,2.219519,246650.671204,1,NA,unknown,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Dobromir,118150,Dobromir_118150,Y,Bulgaria,Sudan,unknown,juv,juvenile,2,N,N,unknown,unknown,shot,1492,8/16/12 18:00,9/24/16 2:00,43.14567,14.50783,27.63883,30.302,1499.333333,y,0.583418,64834.068614,1,NA,unknown,probably killed but no evidence could be obtained. Last locations from inside a village
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Svetlina,118152,Svetlina_118152,Y,Bulgaria,Sudan,unknown,juv,juvenile,2,N,N,likely dead,static transmission,unknown,750,8/17/12 10:00,9/5/14 1:00,41.62283,17.91383,25.8975,38.27417,748.625,y,0.000096,10.668288,1,NA,static transmission for 3 days,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Aras,118176,Aras_118176,Y,Turkey,Ethiopia,unknown,3rd yr,immature,26,N,N,unknown,unknown,NA,164,8/18/12 13:00,2/4/13 1:00,40.12183,10.1725,43.5835,40.24533,169.5,y,0.067342,7483.596000,1,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Arpacay,118174,Arpacay_118174,Y,Turkey,Iraq,unknown,3rd yr,immature,26,N,N,confirmed dead,resighted / recaptured,"emaciation on migration, although potentially poisoned or collision. Not entirely sure",30,8/20/12 17:00,9/26/12 1:00,40.123,31.40283,43.60117,45.07967,36.33333333,y,0.847637,94196.245764,1.125,NA,"bird died in captivity of falconer in Iraq, transmitter recovered",NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Igdir,118175,Igdir_118175,Y,Turkey,Ethiopia,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,poisoning,874,8/22/12 5:00,3/1/15 1:00,40.12167,4.2755,43.5835,42.06417,920.8333333,y,0.157333,17484.122516,1,NA,bird / tag recovery,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Iliaz,118153,Iliaz_118153,Y,Bulgaria,Bulgaria,unknown,juv,juvenile,2,N,N,alive,active,NA,2448,8/30/12 6:00,5/30/19 12:00,41.44,41.2745,25.56833,25.19317,2464.25,y,0.045374,5042.344764,1.108333333,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Odiseas,118149,Odiseas_118149,NA,Greece,Greece,unknown,juv,juvenile,3,N,Y,confirmed dead,carcass found,exhaustion,6,9/11/12 14:00,9/16/12 10:00,41.10467,41.09317,26.24133,26.24183,4.833333333,y,0.002700,300.042711,0.972222222,NA,carcass retrieved,Found dead near Dadia; This individual was rescued before tagging; Probable reason of death - bad physical condition
Cathartes aura,Vulture Movements,north america - eastern,ACT_TV,111943,ACT_TV_111943,N,United States,United States,F,3rd yr,adult,29,N,N,confirmed dead,carcass found,unknown,169,11/15/12 15:00,5/5/13 0:00,30.49917,30.93067,-86.53017,-86.67983,170.375,y,0.000310,34.431788,1,NA,transmitter recovered from dead bird,contacted owner of property to recover where last location was
Cathartes aura,Vulture Movements,north america - eastern,ELV_TV,121787,ELV_TV_121787,N,United States,NA,F,ad,adult,54,N,N,confirmed dead,terminated over water,unknown,91,1/31/13 15:00,5/1/13 0:00,24.573,24.52483,-81.67367,-82.02133,89.375,y,0.119573,13287.892342,1,NA,last location at water surface off FL Keys,"likely a condition known as ""fall out"", trying to head somewhere over water and becoming exhausted by head winds and dropping to water between Barracouta and Marquesas Keys"
Cathartes aura,Vulture Movements,north america - eastern,EMH_TV,121788,EMH_TV_121788,Y,United States,United States,M,ad,adult,54,N,N,confirmed dead,carcass found,unknown,759,2/1/13 16:00,11/30/16 0:00,24.57317,29.653,-81.67367,-82.28767,1397.333333,y,0.000722,80.206412,1,NA,transmitter recovered from dead bird,"transmitted statically, PA WS directed to last location to recover transmitter."
Cathartes aura,Vulture Movements,north america - eastern,HAL_TV,121789,HAL_TV_121789,N,United States,NA,F,3rd yr,adult,20,N,N,confirmed dead,carcass found,suspected electrocution,497,2/2/13 15:00,6/13/14 0:00,24.57317,24.67983,-81.67367,-81.35533,495.375,y,0.024906,2767.728409,1,NA,transmitter recovered from dead bird,bird and transmitter recovered from underneath powerline
Neophron percnopterus,Egyptian vultures in Djibouti,horn of africa,127589,127589,127589_127589,N,Djibouti,Djibouti,unknown,ad,adult,54,N,N,confirmed transmitter failure,resighted / recaptured,NA,252,3/11/13 5:56,1/31/14 1:44,11.7859,12.0148,42.8239,43.2961,325.8246412,y,0.105923,11771.040371,1.097951389,NA,"intermittent fixes, bird seen in good condition","tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA. intermittant after 4 Mar 2014, last location 7 Jun 2018. Bird seemingly alive at that time."
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 12,119245,White 12_119245,Y,Israel,Egypt,unknown,370,immature,13,Y,N,confirmed dead,transmitter recovered,NA,902,3/13/13 13:00,8/31/15 8:00,32.75817,26.80067,35.008,34.04067,900.7916667,y,0.749404,83279.714037,1,NA,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 08,119246,White 08_119246,NA,Israel,Israel,unknown,392,immature,14,Y,N,confirmed dead,transmitter recovered,Killed by Bonnelie's eagle,158,3/15/13 15:32,8/19/13 3:22,32.85542,32.79932,33.88082,35.16793,156.4932755,y,0.034366,3819.026182,1.004166667,NA,Found,Age units are days
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Tesla,127590,Tesla_127590,Y,United States,United States,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,unknown,320,5/13/13 19:14,4/4/14 1:31,40.6388,37.1723,-76.0183,-77.9549,325.261875,y,1.028751,114323.039794,0.996793981,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Black Knight,120507,Black Knight_120507,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,887,5/15/13 21:53,5/17/19 20:34,41.8189,41.6763,-76.4188,-75.3394,2192.945556,y,0.022135,2459.869621,4.816766204,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Julie,127777,Julie_127777,Y,United States,United States,F,ad,adult,54,N,N,alive,active,NA,2170,5/22/13 14:00,5/30/19 0:00,32.88683,32.774,-112.03733,-112.122,2198.416667,y,0.090937,10105.669384,1,NA,still transmitting,NA
